measure,worlds,repetition,value
1.0,1.0,1.0,0.4856000000000001
2.0,1.0,1.0,0.41279999999999994
3.0,1.0,1.0,0.6586666666666666
4.0,1.0,1.0,0.6074666666666668
1.0,2.0,1.0,0.4474666666666667
2.0,2.0,1.0,0.6192
3.0,2.0,1.0,0.5573333333333332
4.0,2.0,1.0,0.6240000000000001
1.0,3.0,1.0,0.4882666666666667
2.0,3.0,1.0,0.7093333333333334
3.0,3.0,1.0,0.6479999999999999
4.0,3.0,1.0,0.7114666666666667
1.0,4.0,1.0,0.5232
2.0,4.0,1.0,0.6314666666666668
3.0,4.0,1.0,0.5290666666666667
4.0,4.0,1.0,0.6282666666666668
1.0,5.0,1.0,0.5290666666666667
2.0,5.0,1.0,0.6122666666666666
3.0,5.0,1.0,0.6229333333333334
4.0,5.0,1.0,0.6069333333333333
1.0,6.0,1.0,0.5517333333333334
2.0,6.0,1.0,0.5648
3.0,6.0,1.0,0.6682666666666667
4.0,6.0,1.0,0.5631999999999999
1.0,7.0,1.0,0.5029333333333335
2.0,7.0,1.0,0.5989333333333333
3.0,7.0,1.0,0.6474666666666667
4.0,7.0,1.0,0.6063999999999999
1.0,8.0,1.0,0.4901333333333334
2.0,8.0,1.0,0.5856
3.0,8.0,1.0,0.7098666666666665
4.0,8.0,1.0,0.5925333333333334
1.0,9.0,1.0,0.5432
2.0,9.0,1.0,0.6613333333333333
3.0,9.0,1.0,0.7263999999999999
4.0,9.0,1.0,0.6618666666666667
1.0,10.0,1.0,0.5656000000000001
2.0,10.0,1.0,0.624
3.0,10.0,1.0,0.5680000000000001
4.0,10.0,1.0,0.6192
1.0,11.0,1.0,0.4512
2.0,11.0,1.0,0.6112000000000001
3.0,11.0,1.0,0.7194666666666667
4.0,11.0,1.0,0.6106666666666667
1.0,12.0,1.0,0.5314666666666666
2.0,12.0,1.0,0.5722666666666668
3.0,12.0,1.0,0.5829333333333333
4.0,12.0,1.0,0.5685333333333334
1.0,13.0,1.0,0.5581333333333334
2.0,13.0,1.0,0.43306666666666666
3.0,13.0,1.0,0.7066666666666668
4.0,13.0,1.0,0.5605333333333332
1.0,14.0,1.0,0.5336000000000001
2.0,14.0,1.0,0.6970666666666665
3.0,14.0,1.0,0.8234666666666668
4.0,14.0,1.0,0.6981333333333334
1.0,15.0,1.0,0.5802666666666667
2.0,15.0,1.0,0.6085333333333334
3.0,15.0,1.0,0.5850666666666666
4.0,15.0,1.0,0.6085333333333334
1.0,16.0,1.0,0.5445333333333333
2.0,16.0,1.0,0.4304
3.0,16.0,1.0,0.6069333333333332
4.0,16.0,1.0,0.5669333333333334
1.0,17.0,1.0,0.48960000000000004
2.0,17.0,1.0,0.4816000000000001
3.0,17.0,1.0,0.5685333333333333
4.0,17.0,1.0,0.49279999999999996
1.0,18.0,1.0,0.5888
2.0,18.0,1.0,0.5168
3.0,18.0,1.0,0.5439999999999999
4.0,18.0,1.0,0.5114666666666667
1.0,19.0,1.0,0.4936000000000001
2.0,19.0,1.0,0.6506666666666666
3.0,19.0,1.0,0.6330666666666664
4.0,19.0,1.0,0.6485333333333334
1.0,20.0,1.0,0.46613333333333345
2.0,20.0,1.0,0.5770666666666666
3.0,20.0,1.0,0.5802666666666667
4.0,20.0,1.0,0.5786666666666667
1.0,1.0,2.0,0.5
2.0,1.0,2.0,0.6426666666666667
3.0,1.0,2.0,0.6570666666666667
4.0,1.0,2.0,0.6453333333333335
1.0,2.0,2.0,0.5296000000000001
2.0,2.0,2.0,0.6
3.0,2.0,2.0,0.56
4.0,2.0,2.0,0.5802666666666666
1.0,3.0,2.0,0.5471999999999999
2.0,3.0,2.0,0.6
3.0,3.0,2.0,0.6880000000000001
4.0,3.0,2.0,0.6058666666666667
1.0,4.0,2.0,0.49893333333333334
2.0,4.0,2.0,0.6117333333333334
3.0,4.0,2.0,0.6341333333333332
4.0,4.0,2.0,0.6229333333333332
1.0,5.0,2.0,0.5720000000000001
2.0,5.0,2.0,0.5584
3.0,5.0,2.0,0.5962666666666666
4.0,5.0,2.0,0.5706666666666667
1.0,6.0,2.0,0.5968
2.0,6.0,2.0,0.5397333333333333
3.0,6.0,2.0,0.5578666666666667
4.0,6.0,2.0,0.5376000000000001
1.0,7.0,2.0,0.4501333333333334
2.0,7.0,2.0,0.5530666666666666
3.0,7.0,2.0,0.5914666666666668
4.0,7.0,2.0,0.5664
1.0,8.0,2.0,0.6066666666666667
2.0,8.0,2.0,0.5610666666666666
3.0,8.0,2.0,0.6629333333333335
4.0,8.0,2.0,0.5664
1.0,9.0,2.0,0.5928
2.0,9.0,2.0,0.6256
3.0,9.0,2.0,0.7557333333333334
4.0,9.0,2.0,0.6298666666666667
1.0,10.0,2.0,0.5594666666666667
2.0,10.0,2.0,0.4272
3.0,10.0,2.0,0.6805333333333332
4.0,10.0,2.0,0.5663999999999999
1.0,11.0,2.0,0.5018666666666666
2.0,11.0,2.0,0.736
3.0,11.0,2.0,0.6885333333333332
4.0,11.0,2.0,0.7285333333333334
1.0,12.0,2.0,0.4309333333333333
2.0,12.0,2.0,0.6005333333333334
3.0,12.0,2.0,0.7130666666666665
4.0,12.0,2.0,0.6064
1.0,13.0,2.0,0.46213333333333334
2.0,13.0,2.0,0.6064000000000002
3.0,13.0,2.0,0.6698666666666668
4.0,13.0,2.0,0.6042666666666667
1.0,14.0,2.0,0.5293333333333333
2.0,14.0,2.0,0.4981333333333334
3.0,14.0,2.0,0.616
4.0,14.0,2.0,0.5061333333333333
1.0,15.0,2.0,0.5114666666666667
2.0,15.0,2.0,0.528
3.0,15.0,2.0,0.6074666666666666
4.0,15.0,2.0,0.5258666666666666
1.0,16.0,2.0,0.5520000000000002
2.0,16.0,2.0,0.6783999999999999
3.0,16.0,2.0,0.6592
4.0,16.0,2.0,0.6746666666666665
1.0,17.0,2.0,0.6173333333333333
2.0,17.0,2.0,0.4682666666666666
3.0,17.0,2.0,0.7312
4.0,17.0,2.0,0.4656
1.0,18.0,2.0,0.4581333333333334
2.0,18.0,2.0,0.6458666666666666
3.0,18.0,2.0,0.6304000000000001
4.0,18.0,2.0,0.6431999999999999
1.0,19.0,2.0,0.6392
2.0,19.0,2.0,0.6613333333333333
3.0,19.0,2.0,0.6053333333333333
4.0,19.0,2.0,0.6624
1.0,20.0,2.0,0.6386666666666667
2.0,20.0,2.0,0.5541333333333333
3.0,20.0,2.0,0.5658666666666667
4.0,20.0,2.0,0.5450666666666666
1.0,1.0,3.0,0.512
2.0,1.0,3.0,0.6384000000000001
3.0,1.0,3.0,0.6485333333333333
4.0,1.0,3.0,0.6512
1.0,2.0,3.0,0.4997333333333333
2.0,2.0,3.0,0.6112
3.0,2.0,3.0,0.7029333333333332
4.0,2.0,3.0,0.6122666666666667
1.0,3.0,3.0,0.46719999999999995
2.0,3.0,3.0,0.6389333333333335
3.0,3.0,3.0,0.6826666666666666
4.0,3.0,3.0,0.6389333333333334
1.0,4.0,3.0,0.5058666666666667
2.0,4.0,3.0,0.6373333333333332
3.0,4.0,3.0,0.6005333333333334
4.0,4.0,3.0,0.6384
1.0,5.0,3.0,0.5346666666666666
2.0,5.0,3.0,0.6650666666666667
3.0,5.0,3.0,0.6773333333333333
4.0,5.0,3.0,0.6549333333333334
1.0,6.0,3.0,0.5714666666666668
2.0,6.0,3.0,0.7135999999999998
3.0,6.0,3.0,0.6032000000000002
4.0,6.0,3.0,0.7125333333333332
1.0,7.0,3.0,0.5429333333333333
2.0,7.0,3.0,0.6832
3.0,7.0,3.0,0.7136
4.0,7.0,3.0,0.6821333333333335
1.0,8.0,3.0,0.47626666666666667
2.0,8.0,3.0,0.5567999999999999
3.0,8.0,3.0,0.7226666666666668
4.0,8.0,3.0,0.5621333333333333
1.0,9.0,3.0,0.4482666666666667
2.0,9.0,3.0,0.5392
3.0,9.0,3.0,0.6330666666666667
4.0,9.0,3.0,0.5338666666666667
1.0,10.0,3.0,0.5645333333333334
2.0,10.0,3.0,0.5482666666666666
3.0,10.0,3.0,0.6805333333333333
4.0,10.0,3.0,0.5493333333333333
1.0,11.0,3.0,0.5157333333333334
2.0,11.0,3.0,0.5669333333333334
3.0,11.0,3.0,0.49653333333333327
4.0,11.0,3.0,0.5648000000000001
1.0,12.0,3.0,0.5
2.0,12.0,3.0,0.47413333333333335
3.0,12.0,3.0,0.7034666666666668
4.0,12.0,3.0,0.46933333333333327
1.0,13.0,3.0,0.5167999999999999
2.0,13.0,3.0,0.5125333333333333
3.0,13.0,3.0,0.5354666666666666
4.0,13.0,3.0,0.5136
1.0,14.0,3.0,0.5738666666666665
2.0,14.0,3.0,0.5829333333333334
3.0,14.0,3.0,0.6202666666666667
4.0,14.0,3.0,0.5850666666666666
1.0,15.0,3.0,0.6392
2.0,15.0,3.0,0.5525333333333333
3.0,15.0,3.0,0.6106666666666667
4.0,15.0,3.0,0.5525333333333333
1.0,16.0,3.0,0.4978666666666667
2.0,16.0,3.0,0.48800000000000004
3.0,16.0,3.0,0.6117333333333335
4.0,16.0,3.0,0.512
1.0,17.0,3.0,0.5015999999999999
2.0,17.0,3.0,0.5482666666666667
3.0,17.0,3.0,0.6053333333333335
4.0,17.0,3.0,0.5557333333333333
1.0,18.0,3.0,0.5584
2.0,18.0,3.0,0.4064
3.0,18.0,3.0,0.7301333333333333
4.0,18.0,3.0,0.5973333333333334
1.0,19.0,3.0,0.4781333333333333
2.0,19.0,3.0,0.6890666666666666
3.0,19.0,3.0,0.7050666666666665
4.0,19.0,3.0,0.6906666666666665
1.0,20.0,3.0,0.5455999999999999
2.0,20.0,3.0,0.5514666666666667
3.0,20.0,3.0,0.5301333333333333
4.0,20.0,3.0,0.5562666666666666
1.0,1.0,4.0,0.47840000000000005
2.0,1.0,4.0,0.6117333333333335
3.0,1.0,4.0,0.6309333333333333
4.0,1.0,4.0,0.6277333333333334
1.0,2.0,4.0,0.5101333333333333
2.0,2.0,4.0,0.6261333333333333
3.0,2.0,4.0,0.5818666666666665
4.0,2.0,4.0,0.608
1.0,3.0,4.0,0.6394666666666667
2.0,3.0,4.0,0.6469333333333334
3.0,3.0,4.0,0.6917333333333332
4.0,3.0,4.0,0.6293333333333334
1.0,4.0,4.0,0.4917333333333334
