measure,worlds,repetition,value
1.0,1.0,1.0,0.6038324420677363
2.0,1.0,1.0,0.7272727272727272
3.0,1.0,1.0,0.6118538324420677
4.0,1.0,1.0,0.7517825311942956
1.0,2.0,1.0,0.7105382180009046
2.0,2.0,1.0,0.7566711895070106
3.0,2.0,1.0,0.5888738127544096
4.0,2.0,1.0,0.7598371777476257
1.0,3.0,1.0,0.5483511586452763
2.0,3.0,1.0,0.5445632798573977
3.0,3.0,1.0,0.549910873440285
4.0,3.0,1.0,0.5436720142602496
1.0,4.0,1.0,0.7096336499321574
2.0,4.0,1.0,0.7715965626413391
3.0,4.0,1.0,0.573496155585708
4.0,4.0,1.0,0.7684305744007239
1.0,5.0,1.0,0.5707824513794664
2.0,5.0,1.0,0.5734961555857078
3.0,5.0,1.0,0.6132971506105837
4.0,5.0,1.0,0.5929443690637721
1.0,6.0,1.0,0.527363184079602
2.0,6.0,1.0,0.5115332428765264
3.0,6.0,1.0,0.6255088195386704
4.0,6.0,1.0,0.5101763907734059
1.0,7.0,1.0,0.5689733152419719
2.0,7.0,1.0,0.5924920850293984
3.0,7.0,1.0,0.602894617819991
4.0,7.0,1.0,0.6074174581637266
1.0,8.0,1.0,0.6074174581637269
2.0,8.0,1.0,0.6422433288104931
3.0,8.0,1.0,0.461781999095432
4.0,8.0,1.0,0.6327453640886478
1.0,9.0,1.0,0.4889190411578471
2.0,9.0,1.0,0.5174129353233831
3.0,9.0,1.0,0.6426956128448666
4.0,9.0,1.0,0.5436454093170512
1.0,10.0,1.0,0.7252374491180462
2.0,10.0,1.0,0.7539574853007691
3.0,10.0,1.0,0.46132971506105835
4.0,10.0,1.0,0.7575757575757577
1.0,11.0,1.0,0.5603799185888738
2.0,11.0,1.0,0.5626413387607418
3.0,11.0,1.0,0.65445499773858
4.0,11.0,1.0,0.55359565807327
1.0,12.0,1.0,0.5698778833107191
2.0,12.0,1.0,0.589778380823157
3.0,12.0,1.0,0.49570330167345084
4.0,12.0,1.0,0.5956580732700136
1.0,13.0,1.0,0.5651289009497964
2.0,13.0,1.0,0.5838986883763003
3.0,13.0,1.0,0.6259611035730439
4.0,13.0,1.0,0.5784712799638173
1.0,14.0,1.0,0.4984170058796925
2.0,14.0,1.0,0.5205789235639984
3.0,14.0,1.0,0.5933966530981456
4.0,14.0,1.0,0.5459068294889191
1.0,15.0,1.0,0.6267825311942959
2.0,15.0,1.0,0.6938502673796795
3.0,15.0,1.0,0.5017825311942958
4.0,15.0,1.0,0.699643493761141
1.0,16.0,1.0,0.5737522281639927
2.0,16.0,1.0,0.5445632798573973
3.0,16.0,1.0,0.6537433155080217
4.0,16.0,1.0,0.5552584670231727
1.0,17.0,1.0,0.5574866310160428
2.0,17.0,1.0,0.5454545454545455
3.0,17.0,1.0,0.5472370766488414
4.0,17.0,1.0,0.5650623885918001
1.0,18.0,1.0,0.6752600633197646
2.0,18.0,1.0,0.6734509271822705
3.0,18.0,1.0,0.5915875169606515
4.0,18.0,1.0,0.6562641338760741
1.0,19.0,1.0,0.3998190863862506
2.0,19.0,1.0,0.42288557213930345
3.0,19.0,1.0,0.6114880144730891
4.0,19.0,1.0,0.4427860696517415
1.0,20.0,1.0,0.6011586452762924
2.0,20.0,1.0,0.6238859180035652
3.0,20.0,1.0,0.554812834224599
4.0,20.0,1.0,0.6163101604278074
1.0,1.0,2.0,0.5530303030303031
2.0,1.0,2.0,0.6608734402852047
3.0,1.0,2.0,0.559714795008913
4.0,1.0,2.0,0.6778074866310158
1.0,2.0,2.0,0.6818181818181819
