measure,worlds,repetition,value
1.0,1.0,1.0,0.5309814563545907
2.0,1.0,1.0,0.527363184079602
3.0,1.0,1.0,0.5309814563545907
4.0,1.0,1.0,0.5309814563545907
1.0,2.0,1.0,0.6347806422433289
2.0,2.0,1.0,0.634554500226142
3.0,2.0,1.0,0.6347806422433289
4.0,2.0,1.0,0.6347806422433289
1.0,3.0,1.0,0.6648841354723709
2.0,3.0,1.0,0.6791443850267381
3.0,3.0,1.0,0.6648841354723709
4.0,3.0,1.0,0.6648841354723709
1.0,4.0,1.0,0.6782531194295899
2.0,4.0,1.0,0.6842691622103385
3.0,4.0,1.0,0.6782531194295899
4.0,4.0,1.0,0.6782531194295899
1.0,5.0,1.0,0.7620320855614972
2.0,5.0,1.0,0.7856506238859176
3.0,5.0,1.0,0.7620320855614972
4.0,5.0,1.0,0.7620320855614972
1.0,6.0,1.0,0.7339572192513372
2.0,6.0,1.0,0.7424242424242425
3.0,6.0,1.0,0.7339572192513372
4.0,6.0,1.0,0.7339572192513372
1.0,7.0,1.0,0.7718227046585256
2.0,7.0,1.0,0.7308909995477161
3.0,7.0,1.0,0.7718227046585256
4.0,7.0,1.0,0.7718227046585256
1.0,8.0,1.0,0.754679144385026
2.0,8.0,1.0,0.757130124777183
3.0,8.0,1.0,0.754679144385026
4.0,8.0,1.0,0.754679144385026
1.0,9.0,1.0,0.7421981004070556
2.0,9.0,1.0,0.7426503844414293
3.0,9.0,1.0,0.7421981004070556
4.0,9.0,1.0,0.7421981004070556
1.0,10.0,1.0,0.6537433155080214
2.0,10.0,1.0,0.6688948306595365
3.0,10.0,1.0,0.6537433155080214
4.0,10.0,1.0,0.6537433155080214
1.0,11.0,1.0,0.6916221033868093
2.0,11.0,1.0,0.699197860962567
3.0,11.0,1.0,0.6916221033868093
4.0,11.0,1.0,0.6916221033868093
1.0,12.0,1.0,0.6824966078697423
2.0,12.0,1.0,0.7014925373134329
3.0,12.0,1.0,0.6824966078697423
4.0,12.0,1.0,0.6824966078697423
1.0,13.0,1.0,0.7256897331524198
2.0,13.0,1.0,0.7449118046132973
3.0,13.0,1.0,0.7256897331524198
4.0,13.0,1.0,0.7256897331524198
1.0,14.0,1.0,0.7069199457259161
2.0,14.0,1.0,0.7218453188602446
3.0,14.0,1.0,0.7069199457259161
4.0,14.0,1.0,0.7069199457259161
1.0,15.0,1.0,0.7060153776571688
2.0,15.0,1.0,0.7182270465852557
3.0,15.0,1.0,0.7060153776571688
4.0,15.0,1.0,0.7060153776571688
1.0,16.0,1.0,0.6969696969696971
2.0,16.0,1.0,0.7331524197195841
3.0,16.0,1.0,0.6969696969696971
4.0,16.0,1.0,0.6969696969696971
1.0,17.0,1.0,0.6951871657754012
2.0,17.0,1.0,0.7134581105169341
3.0,17.0,1.0,0.6951871657754012
4.0,17.0,1.0,0.6951871657754012
1.0,18.0,1.0,0.831750339213026
2.0,18.0,1.0,0.8444142921754864
3.0,18.0,1.0,0.831750339213026
4.0,18.0,1.0,0.831750339213026
1.0,19.0,1.0,0.7715965626413389
2.0,19.0,1.0,0.7688828584350974
3.0,19.0,1.0,0.7715965626413389
4.0,19.0,1.0,0.7715965626413389
1.0,20.0,1.0,0.753957485300769
2.0,20.0,1.0,0.7860696517412936
3.0,20.0,1.0,0.753957485300769
4.0,20.0,1.0,0.753957485300769
1.0,1.0,2.0,0.5173796791443851
2.0,1.0,2.0,0.5151515151515151
3.0,1.0,2.0,0.5173796791443851
4.0,1.0,2.0,0.5173796791443851
1.0,2.0,2.0,0.5964795008912659
2.0,2.0,2.0,0.5759803921568629
3.0,2.0,2.0,0.5964795008912659
4.0,2.0,2.0,0.5964795008912659
1.0,3.0,2.0,0.5089126559714794
2.0,3.0,2.0,0.5104723707664883
3.0,3.0,2.0,0.5089126559714794
4.0,3.0,2.0,0.5089126559714794
1.0,4.0,2.0,0.6766934046345815
2.0,4.0,2.0,0.6726827094474156
3.0,4.0,2.0,0.6766934046345815
4.0,4.0,2.0,0.6766934046345815
1.0,5.0,2.0,0.6668928086838535
2.0,5.0,2.0,0.706919945725916
3.0,5.0,2.0,0.6668928086838535
4.0,5.0,2.0,0.6668928086838535
