measure,worlds,repetition,value
1.0,1.0,1.0,0.5633444408971188
2.0,1.0,1.0,0.5623068813685583
3.0,1.0,1.0,0.5633444408971188
4.0,1.0,1.0,0.5633444408971188
1.0,2.0,1.0,0.617521782797244
2.0,2.0,1.0,0.6170347127996383
3.0,2.0,1.0,0.617521782797244
4.0,2.0,1.0,0.617521782797244
1.0,3.0,1.0,0.6495121651102774
2.0,3.0,1.0,0.6509329688456117
3.0,3.0,1.0,0.6495121651102774
4.0,3.0,1.0,0.6495121651102774
1.0,4.0,1.0,0.669163839891452
2.0,4.0,1.0,0.6734598730944209
3.0,4.0,1.0,0.669163839891452
4.0,4.0,1.0,0.669163839891452
1.0,5.0,1.0,0.6809635977864689
2.0,5.0,1.0,0.6897132319684997
3.0,5.0,1.0,0.6809635977864689
4.0,5.0,1.0,0.6809635977864689
1.0,6.0,1.0,0.689967043126613
2.0,6.0,1.0,0.7003757283103202
3.0,6.0,1.0,0.689967043126613
4.0,6.0,1.0,0.689967043126613
1.0,7.0,1.0,0.6945317862558866
2.0,7.0,1.0,0.703405532497938
3.0,7.0,1.0,0.6945317862558866
4.0,7.0,1.0,0.6945317862558866
1.0,8.0,1.0,0.712498470215766
2.0,8.0,1.0,0.7235201665469446
3.0,8.0,1.0,0.712498470215766
4.0,8.0,1.0,0.712498470215766
1.0,9.0,1.0,0.7075440976933516
2.0,9.0,1.0,0.7197211801952804
3.0,9.0,1.0,0.7075440976933516
4.0,9.0,1.0,0.7075440976933516
1.0,10.0,1.0,0.7062645994625805
2.0,10.0,1.0,0.7182344959693511
3.0,10.0,1.0,0.7062645994625805
4.0,10.0,1.0,0.7062645994625805
1.0,11.0,1.0,0.7165718865565222
2.0,11.0,1.0,0.7312395908159738
3.0,11.0,1.0,0.7165718865565222
4.0,11.0,1.0,0.7165718865565222
1.0,12.0,1.0,0.7264822611541226
2.0,12.0,1.0,0.7406041982600371
3.0,12.0,1.0,0.7264822611541226
4.0,12.0,1.0,0.7264822611541226
1.0,13.0,1.0,0.7236834211296458
2.0,13.0,1.0,0.7401644185489663
3.0,13.0,1.0,0.7236834211296458
4.0,13.0,1.0,0.7236834211296458
1.0,14.0,1.0,0.742479846755527
2.0,14.0,1.0,0.7592637747093411
3.0,14.0,1.0,0.742479846755527
4.0,14.0,1.0,0.742479846755527
1.0,15.0,1.0,0.728274569665044
2.0,15.0,1.0,0.7450269375049885
3.0,15.0,1.0,0.728274569665044
4.0,15.0,1.0,0.728274569665044
1.0,16.0,1.0,0.7396493801048234
2.0,16.0,1.0,0.7571551999361487
3.0,16.0,1.0,0.7396493801048234
4.0,16.0,1.0,0.7396493801048234
1.0,17.0,1.0,0.7277695413307791
2.0,17.0,1.0,0.7479999068826987
3.0,17.0,1.0,0.7277695413307791
4.0,17.0,1.0,0.7277695413307791
1.0,18.0,1.0,0.7287552877324608
2.0,18.0,1.0,0.7500625216165164
3.0,18.0,1.0,0.7287552877324608
4.0,18.0,1.0,0.7287552877324608
1.0,19.0,1.0,0.7433557147417992
2.0,19.0,1.0,0.7636261872455905
3.0,19.0,1.0,0.7433557147417992
4.0,19.0,1.0,0.7433557147417992
1.0,20.0,1.0,0.7400644504748981
2.0,20.0,1.0,0.7584131481629285
3.0,20.0,1.0,0.7400644504748981
4.0,20.0,1.0,0.7400644504748981
