measure,worlds,repetition,value
1.0,1.0,1.0,0.50941505172615
2.0,1.0,1.0,0.3965442675618345
3.0,1.0,1.0,0.5576264321656336
4.0,1.0,1.0,0.6226016159702341
5.0,1.0,1.0,0.6069224485312795
6.0,1.0,1.0,0.5880511563729225
7.0,1.0,1.0,0.6073480651605329
8.0,1.0,1.0,0.520989078128111
9.0,1.0,1.0,0.6018631024706359
1.0,2.0,1.0,0.5599305590499678
2.0,2.0,1.0,0.6638583577143432
3.0,2.0,1.0,0.6047616651450998
4.0,2.0,1.0,0.6581866279445917
5.0,2.0,1.0,0.6641818404008311
6.0,2.0,1.0,0.6479214440267127
7.0,2.0,1.0,0.6624565994062298
8.0,2.0,1.0,0.5099812380041837
9.0,2.0,1.0,0.6608391859737909
1.0,3.0,1.0,0.5865513214465126
2.0,3.0,1.0,0.6673060236562087
3.0,3.0,1.0,0.6517983546343598
4.0,3.0,1.0,0.6575264713365828
5.0,3.0,1.0,0.667358216063518
6.0,3.0,1.0,0.635514323553781
7.0,3.0,1.0,0.6653031400257047
8.0,3.0,1.0,0.48991707931288686
9.0,3.0,1.0,0.6629479576458612
1.0,4.0,1.0,0.6151007147498371
2.0,4.0,1.0,0.7258544509421697
3.0,4.0,1.0,0.6818713450292397
4.0,4.0,1.0,0.7112280701754384
5.0,4.0,1.0,0.7260623781676407
6.0,4.0,1.0,0.7080506822612085
7.0,4.0,1.0,0.7252436647173487
8.0,4.0,1.0,0.5355035737491877
9.0,4.0,1.0,0.722871994801819
1.0,5.0,1.0,0.6381253767329716
2.0,5.0,1.0,0.7091983122362866
3.0,5.0,1.0,0.6738637733574441
4.0,5.0,1.0,0.6879746835443038
5.0,5.0,1.0,0.7084689572031339
6.0,5.0,1.0,0.6857745629897529
7.0,5.0,1.0,0.7064978902953583
8.0,5.0,1.0,0.5147739602169982
9.0,5.0,1.0,0.707227245328511
1.0,6.0,1.0,0.5897744538942714
2.0,6.0,1.0,0.6972130683873689
3.0,6.0,1.0,0.6802362676033176
4.0,6.0,1.0,0.6942531457400138
5.0,6.0,1.0,0.6973248876873789
