measure,worlds,repetition,value
1.0,1.0,1.0,0.7970345465187431
2.0,1.0,1.0,0.7898873613217333
3.0,1.0,1.0,0.7970345465187431
4.0,1.0,1.0,0.7970345465187431
1.0,2.0,1.0,0.7996965706228221
2.0,2.0,1.0,0.7756531513555222
3.0,2.0,1.0,0.7996965706228221
4.0,2.0,1.0,0.7996965706228221
1.0,3.0,1.0,0.8095415303163326
2.0,3.0,1.0,0.7778856719078407
3.0,3.0,1.0,0.8095415303163326
4.0,3.0,1.0,0.8095415303163326
1.0,4.0,1.0,0.8120564290845241
2.0,4.0,1.0,0.784897970042834
3.0,4.0,1.0,0.8120564290845241
4.0,4.0,1.0,0.8120564290845241
1.0,5.0,1.0,0.8186696198153618
2.0,5.0,1.0,0.7846401681432414
3.0,5.0,1.0,0.8186696198153618
4.0,5.0,1.0,0.8186696198153618
1.0,6.0,1.0,0.827583040678958
2.0,6.0,1.0,0.7929903956155054
3.0,6.0,1.0,0.827583040678958
4.0,6.0,1.0,0.827583040678958
1.0,7.0,1.0,0.8334333679197599
2.0,7.0,1.0,0.7946232740043103
3.0,7.0,1.0,0.8334333679197599
4.0,7.0,1.0,0.8334333679197599
1.0,8.0,1.0,0.8273593928751961
2.0,8.0,1.0,0.7935055338281852
3.0,8.0,1.0,0.8273593928751961
4.0,8.0,1.0,0.8273593928751961
1.0,9.0,1.0,0.8369370061457417
2.0,9.0,1.0,0.7998103067549955
3.0,9.0,1.0,0.8369370061457417
4.0,9.0,1.0,0.8369370061457417
1.0,10.0,1.0,0.8331282092212737
2.0,10.0,1.0,0.7914141192433556
3.0,10.0,1.0,0.8331282092212737
4.0,10.0,1.0,0.8331282092212737
1.0,11.0,1.0,0.8288905073562668
2.0,11.0,1.0,0.791363702875994
3.0,11.0,1.0,0.8288905073562668
4.0,11.0,1.0,0.8288905073562668
1.0,12.0,1.0,0.837991759118844
2.0,12.0,1.0,0.7963215340410242
3.0,12.0,1.0,0.837991759118844
4.0,12.0,1.0,0.837991759118844
1.0,13.0,1.0,0.8409556495596882
2.0,13.0,1.0,0.80219198127012
3.0,13.0,1.0,0.8409556495596882
4.0,13.0,1.0,0.8409556495596882
1.0,14.0,1.0,0.8427881980471974
2.0,14.0,1.0,0.8077598637826907
3.0,14.0,1.0,0.8427881980471974
4.0,14.0,1.0,0.8427881980471974
1.0,15.0,1.0,0.8452848724292972
2.0,15.0,1.0,0.8030225875967753
3.0,15.0,1.0,0.8452848724292972
4.0,15.0,1.0,0.8452848724292972
1.0,16.0,1.0,0.8487681911299121
2.0,16.0,1.0,0.8075424348844016
3.0,16.0,1.0,0.8487681911299121
4.0,16.0,1.0,0.8487681911299121
1.0,17.0,1.0,0.8488426184585088
2.0,17.0,1.0,0.8051384122169897
3.0,17.0,1.0,0.8488426184585088
4.0,17.0,1.0,0.8488426184585088
1.0,18.0,1.0,0.849236970229069
2.0,18.0,1.0,0.8050829409104212
3.0,18.0,1.0,0.849236970229069
4.0,18.0,1.0,0.849236970229069
1.0,19.0,1.0,0.847567243993934
2.0,19.0,1.0,0.8103271077766244
3.0,19.0,1.0,0.847567243993934
4.0,19.0,1.0,0.847567243993934
1.0,20.0,1.0,0.8502760262856842
2.0,20.0,1.0,0.8105732700135679
3.0,20.0,1.0,0.8502760262856842
4.0,20.0,1.0,0.8502760262856842
