measure,worlds,repetition,value
1.0,1.0,1.0,0.5717259198015708
2.0,1.0,1.0,0.5986482017362539
3.0,1.0,1.0,0.5676767259198012
4.0,1.0,1.0,0.6007813145928074
1.0,2.0,1.0,0.504877205983372
2.0,2.0,1.0,0.5226624590443756
3.0,2.0,1.0,0.508114105387616
4.0,2.0,1.0,0.5251208373057347
1.0,3.0,1.0,0.4875724206034632
2.0,3.0,1.0,0.4824401270163383
3.0,3.0,1.0,0.506185478281746
4.0,3.0,1.0,0.4829021693339791
1.0,4.0,1.0,0.5787183863930181
2.0,4.0,1.0,0.575216144149969
3.0,4.0,1.0,0.5441277472527473
4.0,4.0,1.0,0.5712694933742726
1.0,5.0,1.0,0.5861230050603338
2.0,5.0,1.0,0.602015939030136
3.0,5.0,1.0,0.5613283890926215
4.0,5.0,1.0,0.6035371125361072
1.0,6.0,1.0,0.5706772354331809
2.0,6.0,1.0,0.591745237101934
3.0,6.0,1.0,0.5348407731887098
4.0,6.0,1.0,0.5839243498817962
1.0,7.0,1.0,0.6409317617170704
2.0,7.0,1.0,0.6486092690489994
3.0,7.0,1.0,0.5947639773597593
4.0,7.0,1.0,0.6452997839338976
1.0,8.0,1.0,0.6290029765046139
2.0,8.0,1.0,0.6539655063224337
3.0,8.0,1.0,0.5850942559793963
4.0,8.0,1.0,0.6487038483460353
1.0,9.0,1.0,0.6536229390681
2.0,9.0,1.0,0.6606566308243723
3.0,9.0,1.0,0.6173906810035839
4.0,9.0,1.0,0.6576172043010747
1.0,10.0,1.0,0.6721159371707731
2.0,10.0,1.0,0.7105102480605326
3.0,10.0,1.0,0.6182777032851278
4.0,10.0,1.0,0.701100229863041
1.0,11.0,1.0,0.6016975262924018
2.0,11.0,1.0,0.6412146348689102
3.0,11.0,1.0,0.5518886090949496
4.0,11.0,1.0,0.632972892904756
1.0,12.0,1.0,0.6845927289461551
2.0,12.0,1.0,0.7262402208927717
3.0,12.0,1.0,0.5964043564963947
4.0,12.0,1.0,0.7189599631845344
1.0,13.0,1.0,0.6568427642796257
2.0,13.0,1.0,0.6815656969309475
3.0,13.0,1.0,0.6017423273657282
4.0,13.0,1.0,0.6728707107843129
1.0,14.0,1.0,0.6719584188106603
2.0,14.0,1.0,0.7021123093620422
3.0,14.0,1.0,0.6075383157987188
4.0,14.0,1.0,0.6984297266607715
1.0,15.0,1.0,0.6705752151368023
2.0,15.0,1.0,0.7165710503089129
3.0,15.0,1.0,0.6076649382171215
4.0,15.0,1.0,0.7065244373345086
1.0,16.0,1.0,0.6954872401221788
2.0,16.0,1.0,0.7382931815942447
3.0,16.0,1.0,0.6229308306237054
4.0,16.0,1.0,0.7350662626859794
1.0,17.0,1.0,0.6552196387750501
2.0,17.0,1.0,0.7126538569790842
3.0,17.0,1.0,0.581399180344751
4.0,17.0,1.0,0.7025248676812809
1.0,18.0,1.0,0.706883415575447
2.0,18.0,1.0,0.7324603564536917
